date,close,pct_change,main_net_inflow,main_net_inflow_pct,super_large_net,super_large_pct,large_net,large_pct,medium_net,medium_pct,small_net,small_pct,stock_code
2025-10-30,6.69,0.15,-7519035.0,-2.98,-6652953.0,-2.64,-866082.0,-0.34,-4059485.0,-1.61,11578520.0,4.59,002252
2025-10-31,6.72,0.45,296625.0,0.14,4642234.0,2.25,-4345609.0,-2.1,-6129108.0,-2.97,5832484.0,2.82,002252
2025-11-03,6.76,0.6,11727400.0,4.83,29879250.0,12.3,-18151850.0,-7.47,766612.0,0.32,-12494012.0,-5.14,002252
2025-11-04,6.73,-0.44,-13990985.0,-8.54,-8566693.0,-5.23,-5424292.0,-3.31,11588385.0,7.07,2402600.0,1.47,002252
2025-11-05,6.75,0.3,2130096.0,1.33,13214100.0,8.27,-11084004.0,-6.93,323745.0,0.2,-2453840.0,-1.53,002252
2025-11-06,6.79,0.59,24694698.0,9.27,26727097.0,10.03,-2032399.0,-0.76,-9691842.0,-3.64,-15002856.0,-5.63,002252
2025-11-07,6.86,1.03,32380924.0,9.44,17226532.0,5.02,15154392.0,4.42,-15646387.0,-4.56,-16734538.0,-4.88,002252
2025-11-10,6.89,0.44,-3993439.0,-1.43,5999611.0,2.14,-9993050.0,-3.57,-3989411.0,-1.43,7982849.0,2.85,002252
2025-11-11,6.91,0.29,-15680692.0,-5.2,-9799826.0,-3.25,-5880866.0,-1.95,-334761.0,-0.11,16015453.0,5.32,002252
2025-11-12,6.91,0.0,-322445.0,-0.11,4379769.0,1.52,-4702214.0,-1.63,-11404279.0,-3.96,11726725.0,4.07,002252
2025-11-13,6.88,-0.43,264512.0,0.11,-2179999.0,-0.94,2444511.0,1.05,-3184915.0,-1.37,2920403.0,1.26,002252
2025-11-14,6.85,-0.44,-50884975.0,-19.46,-42858001.0,-16.39,-8026974.0,-3.07,15360976.0,5.87,35524000.0,13.58,002252
2025-11-17,6.8,-0.73,-34391097.0,-14.05,-32465780.0,-13.26,-1925317.0,-0.79,19383787.0,7.92,15007310.0,6.13,002252
2025-11-18,6.7,-1.47,-28506984.0,-11.21,-13391544.0,-5.26,-15115440.0,-5.94,4390663.0,1.73,24116321.0,9.48,002252
2025-11-19,6.68,-0.3,-6845596.0,-3.6,1592580.0,0.84,-8438176.0,-4.44,7615872.0,4.0,-770276.0,-0.4,002252
2025-11-20,6.67,-0.15,-9495045.0,-4.86,-1664537.0,-0.85,-7830508.0,-4.01,9925154.0,5.08,-430111.0,-0.22,002252
2025-11-21,6.59,-1.2,-31907995.0,-10.05,-38166236.0,-12.02,6258241.0,1.97,15506630.0,4.88,16401366.0,5.17,002252
2025-11-24,6.61,0.3,-24340836.0,-11.67,-20434102.0,-9.79,-3906734.0,-1.87,12297789.0,5.89,12043048.0,5.77,002252
2025-11-25,6.6,-0.15,-5217553.0,-3.14,-8418935.0,-5.06,3201382.0,1.92,4824576.0,2.9,392977.0,0.24,002252
2025-11-26,6.6,0.0,4349764.0,2.93,7377550.0,4.97,-3027786.0,-2.04,-2459404.0,-1.66,-1890360.0,-1.27,002252
2025-11-27,6.58,-0.3,-11303643.0,-9.63,-9133068.0,-7.78,-2170575.0,-1.85,4886308.0,4.16,6417336.0,5.47,002252
2025-11-28,6.61,0.46,-13727744.0,-13.92,-4136142.0,-4.19,-9591602.0,-9.72,6733808.0,6.83,6993936.0,7.09,002252
2025-12-01,6.63,0.3,-9810640.0,-7.06,-3225443.0,-2.32,-6585197.0,-4.74,-5895155.0,-4.24,15705795.0,11.29,002252
2025-12-02,6.59,-0.6,-20913882.0,-17.69,-14583162.0,-12.33,-6330720.0,-5.35,13011132.0,11.0,7902751.0,6.68,002252
2025-12-03,6.61,0.3,-5831204.0,-4.17,-2994260.0,-2.14,-2836944.0,-2.03,1211171.0,0.87,4620034.0,3.3,002252
2025-12-04,6.59,-0.3,-194920.0,-0.16,6187491.0,5.07,-6382411.0,-5.23,-644371.0,-0.53,839292.0,0.69,002252
2025-12-05,6.61,0.3,-5249938.0,-2.91,-2895903.0,-1.6,-2354035.0,-1.3,-6138531.0,-3.4,11388470.0,6.31,002252
2025-12-08,6.6,-0.15,-8838329.0,-6.89,-9264270.0,-7.22,425941.0,0.33,-2353038.0,-1.83,11191367.0,8.72,002252
2025-12-09,6.52,-1.21,-42343067.0,-21.82,-18039237.0,-9.29,-24303830.0,-12.52,14092756.0,7.26,28250311.0,14.56,002252
2025-12-10,6.46,-0.92,-24498108.0,-12.8,-17344595.0,-9.06,-7153513.0,-3.74,1090586.0,0.57,23407522.0,12.23,002252
2025-12-11,6.41,-0.77,-21205584.0,-15.43,-11107386.0,-8.08,-10098198.0,-7.35,-2244344.0,-1.63,23449928.0,17.06,002252
2025-12-12,6.42,0.16,10208940.0,4.62,11128613.0,5.03,-919673.0,-0.42,-21982320.0,-9.94,11773380.0,5.32,002252
2025-12-15,6.32,-1.56,-45953284.0,-20.9,-26078942.0,-11.86,-19874342.0,-9.04,9956813.0,4.53,35996471.0,16.37,002252
2025-12-16,6.37,0.79,-28089782.0,-11.02,-32094252.0,-12.59,4004470.0,1.57,6740959.0,2.64,21348822.0,8.38,002252
2025-12-17,6.34,-0.47,-20741637.0,-12.36,-9166188.0,-5.46,-11575449.0,-6.9,4383225.0,2.61,16358412.0,9.75,002252
2025-12-18,6.37,0.47,2125957.0,1.29,15753324.0,9.52,-13627367.0,-8.24,-7044052.0,-4.26,4918097.0,2.97,002252
2025-12-19,6.39,0.31,-14826934.0,-9.53,-8175026.0,-5.25,-6651908.0,-4.27,5446456.0,3.5,9380477.0,6.03,002252
2025-12-22,6.39,0.0,-19992350.0,-14.53,-5624811.0,-4.09,-14367539.0,-10.44,6111633.0,4.44,13880717.0,10.09,002252
2025-12-23,6.32,-1.1,-33123500.0,-23.96,-16755695.0,-12.12,-16367805.0,-11.84,21470812.0,15.53,11652687.0,8.43,002252
2025-12-24,6.44,1.9,7274945.0,2.78,6314737.0,2.41,960208.0,0.37,-6880458.0,-2.63,-394486.0,-0.15,002252
2025-12-25,6.43,-0.16,-11945739.0,-9.83,-4766582.0,-3.92,-7179157.0,-5.91,451345.0,0.37,11494392.0,9.46,002252
2025-12-26,6.42,-0.16,-5976133.0,-5.18,3780319.0,3.27,-9756452.0,-8.45,2310819.0,2.0,3665314.0,3.18,002252
2025-12-29,6.37,-0.78,-5509002.0,-3.97,-1388399.0,-1.0,-4120603.0,-2.97,10707240.0,7.71,-5198237.0,-3.74,002252
2025-12-30,6.34,-0.47,-18017904.0,-17.58,-11867377.0,-11.58,-6150527.0,-6.0,8842987.0,8.63,9174916.0,8.95,002252
2025-12-31,6.32,-0.32,-15207494.0,-13.99,-9682821.0,-8.91,-5524673.0,-5.08,9137235.0,8.4,6070259.0,5.58,002252
2026-01-05,6.39,1.11,8752768.0,4.52,-4496291.0,-2.32,13249059.0,6.84,-9844765.0,-5.08,1091996.0,0.56,002252
2026-01-06,6.42,0.47,2202716.0,1.11,-6726092.0,-3.38,8928808.0,4.49,-3192620.0,-1.6,989905.0,0.5,002252
2026-01-07,6.38,-0.62,-11326503.0,-7.62,-9567813.0,-6.43,-1758690.0,-1.18,7990409.0,5.37,3336094.0,2.24,002252
2026-01-08,6.42,0.63,7056640.0,4.21,3937911.0,2.35,3118729.0,1.86,-8832856.0,-5.27,1776216.0,1.06,002252
2026-01-09,6.45,0.47,-2617954.0,-1.29,9501690.0,4.7,-12119644.0,-5.99,-6163905.0,-3.05,8781860.0,4.34,002252
2026-01-12,6.5,0.78,16677530.0,6.31,6565432.0,2.48,10112098.0,3.83,-5353155.0,-2.03,-11324374.0,-4.28,002252
2026-01-13,6.49,-0.15,-25583913.0,-8.34,-16223642.0,-5.29,-9360271.0,-3.05,12135497.0,3.96,13448416.0,4.38,002252
2026-01-14,6.43,-0.92,-11967009.0,-3.45,3783283.0,1.09,-15750292.0,-4.54,9101025.0,2.62,2865986.0,0.83,002252
2026-01-15,6.37,-0.93,-16374219.0,-6.84,-16281233.0,-6.8,-92986.0,-0.04,21900932.0,9.14,-5526712.0,-2.31,002252
2026-01-16,6.28,-1.41,-32065036.0,-10.42,-17014680.0,-5.53,-15050356.0,-4.89,43922000.0,14.28,-11856964.0,-3.85,002252
2026-01-19,6.3,0.32,13188175.0,6.96,1384776.0,0.73,11803399.0,6.23,8281915.0,4.37,-21470090.0,-11.33,002252
2026-01-20,6.33,0.48,15572091.0,7.16,6016321.0,2.76,9555770.0,4.39,3610623.0,1.66,-19182714.0,-8.82,002252
2026-01-21,6.28,-0.79,25185995.0,10.83,8571004.0,3.69,16614991.0,7.15,10919045.0,4.7,-36105038.0,-15.53,002252
2026-01-22,6.29,0.16,4100506.0,2.01,408254.0,0.2,3692252.0,1.81,14426499.0,7.08,-18527004.0,-9.09,002252
2026-01-23,6.32,0.48,45930339.0,13.12,5493116.0,1.57,40437223.0,11.55,-24266877.0,-6.93,-21663462.0,-6.19,002252
2026-01-26,6.51,3.01,118620110.0,15.55,92787055.0,12.16,25833055.0,3.39,-29975671.0,-3.93,-88644437.0,-11.62,002252
2026-01-27,6.37,-2.15,-52025419.0,-11.45,-20501789.0,-4.51,-31523630.0,-6.94,25119800.0,5.53,26905620.0,5.92,002252
2026-01-28,6.33,-0.63,13937418.0,3.89,7140102.0,1.99,6797316.0,1.9,13752851.0,3.84,-27690268.0,-7.73,002252
2026-01-29,6.34,0.16,3656064.0,1.27,-3722645.0,-1.3,7378709.0,2.57,11849623.0,4.13,-15505687.0,-5.4,002252
2026-01-30,6.28,-0.95,-22066941.0,-8.54,-9181411.0,-3.55,-12885530.0,-4.99,18788369.0,7.27,3278572.0,1.27,002252
2026-02-02,6.24,-0.64,-4082.0,-0.0,-1132474.0,-0.52,1128392.0,0.52,14689000.0,6.75,-14684918.0,-6.75,002252
2026-02-03,6.25,0.16,-1279561.0,-0.89,-7181640.0,-5.01,5902079.0,4.11,3136117.0,2.19,-1856554.0,-1.29,002252
2026-02-04,6.31,0.96,14013019.0,8.63,14640573.0,9.02,-627554.0,-0.39,-5876874.0,-3.62,-8136145.0,-5.01,002252
2026-02-05,6.3,-0.16,1216409.0,0.77,-2825043.0,-1.79,4041452.0,2.56,-7528277.0,-4.77,6311868.0,4.0,002252
2026-02-06,6.29,-0.16,-18104035.0,-12.29,-15764598.0,-10.7,-2339437.0,-1.59,9923120.0,6.74,8180916.0,5.56,002252
2026-02-09,6.31,0.32,-3432748.0,-3.15,-7669118.0,-7.05,4236370.0,3.89,2856648.0,2.62,576101.0,0.53,002252
2026-02-10,6.34,0.48,1988572.0,1.58,-6381442.0,-5.07,8370014.0,6.65,-2840159.0,-2.26,851587.0,0.68,002252
2026-02-11,6.32,-0.32,-2385558.0,-2.74,-1743048.0,-2.0,-642510.0,-0.74,416781.0,0.48,1968777.0,2.26,002252
2026-02-12,6.28,-0.63,-4906718.0,-3.54,568198.0,0.41,-5474916.0,-3.95,5569787.0,4.02,-663068.0,-0.48,002252
2026-02-13,6.24,-0.64,-19200335.0,-13.42,-10398363.0,-7.27,-8801972.0,-6.15,19547846.0,13.67,-347510.0,-0.24,002252
2025-08-20,73.38,-0.27,-13243065.0,-1.14,3466631.0,0.3,-16709696.0,-1.44,-3841984.0,-0.33,17085056.0,1.47,002304
2025-08-21,72.18,-1.64,-91387476.0,-13.2,-72789347.0,-10.52,-18598129.0,-2.69,34238872.0,4.95,57148603.0,8.26,002304
2025-08-22,72.16,-0.03,-60631114.0,-10.86,-31984028.0,-5.73,-28647086.0,-5.13,43652891.0,7.82,16978224.0,3.04,002304
2025-08-25,74.27,2.92,85186967.0,8.45,19937031.0,1.98,65249936.0,6.47,-917440.0,-0.09,-84269528.0,-8.36,002304
2025-08-26,74.42,0.2,35934828.0,4.96,30154516.0,4.16,5780312.0,0.8,4764629.0,0.66,-40699458.0,-5.62,002304
2025-08-27,72.52,-2.55,-93643238.0,-13.75,-75763138.0,-11.12,-17880100.0,-2.63,36599644.0,5.37,57043595.0,8.38,002304
2025-08-28,72.86,0.47,-36648738.0,-5.72,-59551282.0,-9.29,22902544.0,3.57,10837848.0,1.69,25810891.0,4.03,002304
2025-08-29,73.91,1.44,29328288.0,4.5,18249035.0,2.8,11079253.0,1.7,-1592854.0,-0.24,-27735432.0,-4.26,002304
2025-09-01,73.85,-0.08,-8610932.0,-1.63,-9723086.0,-1.84,1112154.0,0.21,-4312477.0,-0.82,12923407.0,2.45,002304
2025-09-02,73.73,-0.16,2548760.0,0.37,-47916469.0,-6.96,50465229.0,7.33,1934542.0,0.28,-4483302.0,-0.65,002304
2025-09-03,72.4,-1.8,-14970740.0,-3.31,-4086292.0,-0.9,-10884448.0,-2.41,6042529.0,1.34,8928212.0,1.98,002304
2025-09-04,72.76,0.5,-31368495.0,-7.2,-6928418.0,-1.59,-24440077.0,-5.61,6402270.0,1.47,24966226.0,5.73,002304
2025-09-05,73.0,0.33,-7911260.0,-2.45,571452.0,0.18,-8482712.0,-2.63,21581822.0,6.7,-13670561.0,-4.24,002304
2025-09-08,73.66,0.9,6369651.0,1.39,-4392020.0,-0.96,10761671.0,2.35,-12479140.0,-2.72,6109490.0,1.33,002304
2025-09-09,73.77,0.15,-14565590.0,-4.35,-16036512.0,-4.79,1470922.0,0.44,3603103.0,1.08,10962486.0,3.28,002304
2025-09-10,73.31,-0.62,19605902.0,5.44,15165061.0,4.21,4440841.0,1.23,-16169759.0,-4.49,-3436142.0,-0.95,002304
2025-09-11,73.54,0.31,-37577658.0,-8.64,-23446885.0,-5.39,-14130773.0,-3.25,24122918.0,5.55,13454741.0,3.09,002304
2025-09-12,72.64,-1.22,-50608140.0,-10.36,-22128320.0,-4.53,-28479820.0,-5.83,8304186.0,1.7,42303953.0,8.66,002304
2025-09-15,72.13,-0.7,-47634493.0,-13.56,-33776571.0,-9.62,-13857922.0,-3.95,23500019.0,6.69,24134474.0,6.87,002304
2025-09-16,71.8,-0.46,-42774384.0,-12.8,-10228913.0,-3.06,-32545471.0,-9.74,13881847.0,4.16,28892536.0,8.65,002304
2025-09-17,71.59,-0.29,-38102137.0,-13.05,-25217689.0,-8.64,-12884448.0,-4.41,11033665.0,3.78,27068473.0,9.27,002304
2025-09-18,70.13,-2.04,-88012438.0,-19.74,-52228845.0,-11.71,-35783593.0,-8.03,30025583.0,6.73,57986854.0,13.01,002304
2025-09-19,70.45,0.46,17597592.0,5.12,-11794281.0,-3.43,29391873.0,8.55,-3781374.0,-1.1,-13816218.0,-4.02,002304
2025-09-22,69.78,-0.95,291467.0,0.1,-20540900.0,-7.15,20832367.0,7.25,-8597535.0,-2.99,8306068.0,2.89,002304
2025-09-23,69.32,-0.66,-25611366.0,-8.9,-3268667.0,-1.14,-22342699.0,-7.77,3343135.0,1.16,22268231.0,7.74,002304
2025-09-24,69.11,-0.3,-9139176.0,-4.22,-2090295.0,-0.96,-7048881.0,-3.25,14586668.0,6.73,-5447492.0,-2.51,002304
2025-09-25,68.35,-1.1,-3276142.0,-1.03,-9611832.0,-3.03,6335690.0,2.0,3812787.0,1.2,-536645.0,-0.17,002304
2025-09-26,67.95,-0.59,-29262503.0,-9.95,-1994414.0,-0.68,-27268089.0,-9.27,13993593.0,4.76,15268911.0,5.19,002304
2025-09-29,68.82,1.28,-157990.0,-0.05,543821.0,0.16,-701811.0,-0.21,7512670.0,2.24,-7354681.0,-2.19,002304
2025-09-30,67.94,-1.28,-53533748.0,-19.51,-7116520.0,-2.59,-46417228.0,-16.92,28924516.0,10.54,24609232.0,8.97,002304
2025-10-09,67.61,-0.49,-19176588.0,-5.73,-7487884.0,-2.24,-11688704.0,-3.49,1324928.0,0.4,17851660.0,5.33,002304
2025-10-10,67.65,0.06,-2538235.0,-0.84,-24501984.0,-8.12,21963749.0,7.28,-4638664.0,-1.54,7176899.0,2.38,002304
2025-10-13,66.98,-0.99,-18527290.0,-6.59,-6679440.0,-2.37,-11847850.0,-4.21,19948742.0,7.09,-1421452.0,-0.51,002304
2025-10-14,68.77,2.67,-47441398.0,-7.93,-19634413.0,-3.28,-27806985.0,-4.65,56227999.0,9.4,-8786592.0,-1.47,002304
2025-10-15,69.3,0.77,16248435.0,4.59,-6128020.0,-1.73,22376455.0,6.32,17996186.0,5.09,-34244621.0,-9.68,002304
2025-10-16,70.47,1.69,52028888.0,11.95,-6093330.0,-1.4,58122218.0,13.34,-18868148.0,-4.33,-33160740.0,-7.61,002304
2025-10-17,70.0,-0.67,-35299176.0,-10.33,-6302178.0,-1.84,-28996998.0,-8.48,15490833.0,4.53,19808343.0,5.8,002304
2025-10-20,70.18,0.26,141332.0,0.06,9952685.0,4.56,-9811353.0,-4.5,-1877128.0,-0.86,1735796.0,0.8,002304
2025-10-21,69.95,-0.33,-1255767.0,-0.76,3143286.0,1.89,-4399053.0,-2.65,10377543.0,6.25,-9121776.0,-5.5,002304
2025-10-22,69.72,-0.33,1268358.0,0.75,6282401.0,3.72,-5014043.0,-2.97,-4772424.0,-2.83,3504066.0,2.08,002304
2025-10-23,70.15,0.62,-3835881.0,-2.03,1390533.0,0.74,-5226414.0,-2.77,-7574784.0,-4.01,11410664.0,6.04,002304
2025-10-24,69.22,-1.33,-19728040.0,-7.51,-8332548.0,-3.17,-11395492.0,-4.34,902189.0,0.34,18825850.0,7.16,002304
2025-10-27,69.77,0.79,-17883324.0,-7.57,-5717662.0,-2.42,-12165662.0,-5.15,4286288.0,1.81,13597035.0,5.75,002304
2025-10-28,69.63,-0.2,1086958.0,0.62,2441468.0,1.4,-1354510.0,-0.78,-3665454.0,-2.11,2578497.0,1.48,002304
2025-10-29,69.39,-0.34,-25696534.0,-12.6,-8438117.0,-4.14,-17258417.0,-8.46,14614831.0,7.17,11081703.0,5.43,002304
2025-10-30,70.82,2.06,24308542.0,4.23,26350884.0,4.59,-2042342.0,-0.36,19814609.0,3.45,-44123151.0,-7.68,002304
2025-10-31,70.8,-0.03,-13650048.0,-2.02,38084988.0,5.63,-51735036.0,-7.64,-29424190.0,-4.35,43074237.0,6.36,002304
2025-11-03,70.9,0.14,-39297250.0,-8.67,-44762818.0,-9.87,5465568.0,1.21,42038391.0,9.27,-2741141.0,-0.6,002304
2025-11-04,70.56,-0.48,-13936272.0,-4.04,-6595715.0,-1.91,-7340557.0,-2.13,36963464.0,10.71,-23027190.0,-6.67,002304
2025-11-05,69.81,-1.06,-14918414.0,-6.14,-10542421.0,-4.34,-4375993.0,-1.8,369879.0,0.15,14548536.0,5.99,002304
2025-11-06,70.09,0.4,-4022048.0,-2.18,268098.0,0.15,-4290146.0,-2.32,-2674582.0,-1.45,6696631.0,3.63,002304
2025-11-07,69.46,-0.9,-11870080.0,-6.11,-1071894.0,-0.55,-10798186.0,-5.56,-3303375.0,-1.7,15173455.0,7.81,002304
2025-11-10,71.55,3.01,20959804.0,3.61,22623358.0,3.9,-1663554.0,-0.29,-9516156.0,-1.64,-11443648.0,-1.97,002304
2025-11-11,70.8,-1.05,-19200425.0,-5.48,-14789483.0,-4.22,-4410942.0,-1.26,5645221.0,1.61,13555204.0,3.87,002304
2025-11-12,70.3,-0.71,-5314071.0,-2.06,-5991228.0,-2.32,677157.0,0.26,3449149.0,1.34,1864923.0,0.72,002304
2025-11-13,70.39,0.13,-8442691.0,-2.53,-24155900.0,-7.23,15713209.0,4.7,22384035.0,6.7,-13941344.0,-4.17,002304
2025-11-14,69.88,-0.72,-19315544.0,-7.72,-10015956.0,-4.0,-9299588.0,-3.72,7307523.0,2.92,12008021.0,4.8,002304
2025-11-17,68.46,-2.03,-15852054.0,-3.53,-4192453.0,-0.93,-11659601.0,-2.6,-11425243.0,-2.54,27277297.0,6.07,002304
2025-11-18,68.99,0.77,-23322136.0,-7.73,-7113201.0,-2.36,-16208935.0,-5.37,-19972400.0,-6.62,43294537.0,14.35,002304
2025-11-19,68.48,-0.74,-20345443.0,-11.11,-8634471.0,-4.72,-11710972.0,-6.39,1751937.0,0.96,18593505.0,10.15,002304
2025-11-20,68.26,-0.32,-8410245.0,-4.93,-635264.0,-0.37,-7774981.0,-4.56,2995100.0,1.76,5415144.0,3.18,002304
2025-11-21,66.95,-1.92,-17327231.0,-4.63,-26166198.0,-6.99,8838967.0,2.36,-43726532.0,-11.68,61053764.0,16.3,002304
2025-11-24,66.5,-0.67,-1317984.0,-0.45,2556201.0,0.88,-3874185.0,-1.33,-12573398.0,-4.3,13891382.0,4.76,002304
2025-11-25,65.71,-1.19,-55216659.0,-11.76,-49331421.0,-10.5,-5885238.0,-1.25,42279973.0,9.0,12936685.0,2.75,002304
2025-11-26,66.14,0.65,-48679434.0,-18.59,-25911654.0,-9.9,-22767780.0,-8.7,25418703.0,9.71,23260731.0,8.88,002304
2025-11-27,66.06,-0.12,2077165.0,1.26,4045246.0,2.45,-1968081.0,-1.19,1285673.0,0.78,-3362838.0,-2.03,002304
2025-11-28,66.2,0.21,-1503417.0,-0.99,-8080314.0,-5.3,6576897.0,4.32,11817022.0,7.76,-10313606.0,-6.77,002304
2025-12-01,65.5,-1.06,-35910564.0,-9.38,-24972894.0,-6.52,-10937670.0,-2.86,30487621.0,7.96,5422944.0,1.42,002304
2025-12-02,63.91,-2.43,-195485314.0,-35.9,-117338627.0,-21.55,-78146687.0,-14.35,75833974.0,13.93,119651341.0,21.98,002304
2025-12-03,63.4,-0.8,-27180508.0,-7.59,-10134054.0,-2.83,-17046454.0,-4.76,-23962272.0,-6.69,51142780.0,14.28,002304
2025-12-04,62.33,-1.69,-87439878.0,-21.62,-22546844.0,-5.57,-64893034.0,-16.04,12742746.0,3.15,74697132.0,18.47,002304
2025-12-05,62.86,0.85,-40035222.0,-11.17,-2529169.0,-0.71,-37506053.0,-10.46,7828905.0,2.18,32206317.0,8.98,002304
2025-12-08,62.75,-0.17,-5476686.0,-2.5,-6887019.0,-3.14,1410333.0,0.64,-7183260.0,-3.27,12659945.0,5.77,002304
2025-12-09,62.09,-1.05,-30040547.0,-12.62,-9342741.0,-3.93,-20697806.0,-8.7,10523506.0,4.42,19517041.0,8.2,002304
2025-12-10,62.98,1.43,63123169.0,21.5,4365352.0,1.49,58757817.0,20.01,-38669053.0,-13.17,-24454116.0,-8.33,002304
2025-12-11,62.43,-0.87,419782.0,0.22,4537544.0,2.33,-4117762.0,-2.12,-9879949.0,-5.08,9460168.0,4.86,002304
2025-12-12,62.45,0.03,21322041.0,6.79,7270868.0,2.31,14051173.0,4.47,7832430.0,2.49,-29154471.0,-9.28,002304
2025-12-15,62.32,-0.21,-20557747.0,-7.14,-16019822.0,-5.56,-4537925.0,-1.58,6673177.0,2.32,13884571.0,4.82,002304
2025-12-16,62.38,0.1,-18710739.0,-7.83,-13441090.0,-5.62,-5269649.0,-2.21,2743067.0,1.15,15967671.0,6.68,002304
2025-12-17,62.38,0.0,-38673089.0,-17.53,-27059941.0,-12.27,-11613148.0,-5.26,16425895.0,7.45,22247194.0,10.08,002304
2025-12-18,62.04,-0.55,-16543799.0,-7.29,-9758329.0,-4.3,-6785470.0,-2.99,-12575244.0,-5.54,29119043.0,12.83,002304
2025-12-19,62.75,1.14,25945011.0,11.25,12139280.0,5.27,13805731.0,5.99,-21464855.0,-9.31,-4480157.0,-1.94,002304
2025-12-22,62.55,-0.32,-9652907.0,-5.96,-4509636.0,-2.78,-5143271.0,-3.18,1805730.0,1.11,7847176.0,4.84,002304
2025-12-23,62.14,-0.66,-14841345.0,-8.83,-11735046.0,-6.98,-3106299.0,-1.85,12807047.0,7.62,2034299.0,1.21,002304
2025-12-24,62.1,-0.06,-28070809.0,-16.31,-10506683.0,-6.11,-17564126.0,-10.21,3608411.0,2.1,24462398.0,14.22,002304
2025-12-25,62.69,0.95,9050130.0,3.82,12907400.0,5.45,-3857270.0,-1.63,-15421986.0,-6.51,6371855.0,2.69,002304
2025-12-26,62.13,-0.89,-24948495.0,-8.68,-42443593.0,-14.76,17495098.0,6.09,14351499.0,4.99,10596997.0,3.69,002304
2025-12-29,61.47,-1.06,-53588009.0,-18.69,-21382066.0,-7.46,-32205943.0,-11.23,18612062.0,6.49,34975948.0,12.2,002304
2025-12-30,61.19,-0.46,-26364635.0,-13.44,-14448531.0,-7.36,-11916104.0,-6.07,6168123.0,3.14,20196511.0,10.29,002304
2025-12-31,60.74,-0.74,-30546969.0,-13.36,-2490942.0,-1.09,-28056027.0,-12.27,3186266.0,1.39,27360704.0,11.97,002304
2026-01-05,61.58,1.38,-11697652.0,-3.47,-12840411.0,-3.81,1142759.0,0.34,-11596376.0,-3.44,23294027.0,6.91,002304
2026-01-06,63.38,2.92,19221604.0,6.29,7820833.0,2.56,11400771.0,3.73,-11535189.0,-3.78,-7686415.0,-2.52,002304
2026-01-07,62.26,-1.77,2219775.0,0.79,-11892230.0,-4.25,14112005.0,5.04,4368215.0,1.56,-6587989.0,-2.35,002304
2026-01-08,62.3,0.06,-10868620.0,-6.1,-4418910.0,-2.48,-6449710.0,-3.62,-2058168.0,-1.15,12926788.0,7.25,002304
2026-01-09,62.6,0.48,-24810724.0,-8.56,-3552053.0,-1.23,-21258671.0,-7.33,39998743.0,13.79,-15188018.0,-5.24,002304
2026-01-12,63.2,0.96,5389041.0,1.67,5730346.0,1.77,-341305.0,-0.11,3349216.0,1.04,-8738257.0,-2.7,002304
2026-01-13,63.55,0.55,8341114.0,2.13,2153697.0,0.55,6187417.0,1.58,22387765.0,5.72,-30728878.0,-7.85,002304
2026-01-14,63.3,-0.39,-17219316.0,-4.06,-2678865.0,-0.63,-14540451.0,-3.43,22444143.0,5.3,-5224826.0,-1.23,002304
2026-01-15,62.95,-0.55,-9942902.0,-4.01,-6123174.0,-2.47,-3819728.0,-1.54,33247646.0,13.41,-23304743.0,-9.4,002304
2026-01-16,62.0,-1.51,-15735198.0,-5.86,-13062190.0,-4.86,-2673008.0,-1.0,34458841.0,12.83,-18723644.0,-6.97,002304
2026-01-19,61.99,-0.02,-505157.0,-0.26,-8377252.0,-4.39,7872095.0,4.12,15735728.0,8.24,-15230570.0,-7.97,002304
2026-01-20,64.19,3.55,80149668.0,10.39,27428872.0,3.56,52720796.0,6.83,-1252016.0,-0.16,-78897645.0,-10.23,002304
2026-01-21,63.18,-1.57,12812691.0,3.24,-7072641.0,-1.79,19885332.0,5.03,-1287749.0,-0.33,-11524942.0,-2.92,002304
2026-01-22,63.52,0.54,33320560.0,6.69,7273255.0,1.46,26047305.0,5.23,15014540.0,3.01,-48335099.0,-9.7,002304
2026-01-23,62.55,-1.53,-60234782.0,-10.76,-7706356.0,-1.38,-52528426.0,-9.38,53439184.0,9.55,6795598.0,1.21,002304
2026-01-26,56.39,-9.85,-670193456.0,-29.44,-431392656.0,-18.95,-238800800.0,-10.49,244597664.0,10.74,425595792.0,18.69,002304
2026-01-27,54.35,-3.62,-236268289.0,-18.28,-176763681.0,-13.68,-59504608.0,-4.6,105648032.0,8.17,130620245.0,10.11,002304
2026-01-28,54.38,0.06,-13156901.0,-1.49,11079104.0,1.26,-24236005.0,-2.75,8266256.0,0.94,4890645.0,0.56,002304
2026-01-29,59.82,10.0,65104000.0,2.57,-2205424.0,-0.09,67309424.0,2.66,-39544848.0,-1.56,-25559152.0,-1.01,002304
2026-01-30,55.32,-7.52,-179713150.0,-10.71,-107312206.0,-6.4,-72400944.0,-4.31,1003168.0,0.06,178709984.0,10.65,002304
2026-02-02,55.87,0.99,-39060428.0,-3.62,-7825340.0,-0.72,-31235088.0,-2.89,-19441552.0,-1.8,58501981.0,5.42,002304
2026-02-03,55.21,-1.18,-38308971.0,-4.82,-17218946.0,-2.17,-21090025.0,-2.65,-26748576.0,-3.36,65057552.0,8.18,002304
2026-02-04,55.61,0.72,37533417.0,5.55,15940752.0,2.36,21592665.0,3.19,-21823298.0,-3.23,-15710118.0,-2.32,002304
