date,close,pct_change,main_net_inflow,main_net_inflow_pct,super_large_net,super_large_pct,large_net,large_pct,medium_net,medium_pct,small_net,small_pct,stock_code
2025-09-09,11.51,0.44,19903939.0,1.97,30405273.0,3.01,-10501334.0,-1.04,5456928.0,0.54,-25360868.0,-2.51,000001
2025-09-10,11.53,0.17,2236359.0,0.24,-46075884.0,-4.94,48312243.0,5.18,-20396282.0,-2.19,18159927.0,1.95,000001
2025-09-11,11.61,0.69,-53096925.0,-4.68,-28580464.0,-2.52,-24516461.0,-2.16,12433184.0,1.1,40663761.0,3.59,000001
2025-09-12,11.48,-1.12,-74785606.0,-6.75,-86997183.0,-7.86,12211577.0,1.1,82868651.0,7.48,-8083053.0,-0.73,000001
2025-09-15,11.41,-0.61,-88853660.0,-9.06,-95014933.0,-9.69,6161273.0,0.63,44782191.0,4.57,44071474.0,4.5,000001
2025-09-16,11.4,-0.09,61108645.0,7.41,60586531.0,7.34,522114.0,0.06,-51745259.0,-6.27,-9363386.0,-1.13,000001
2025-09-17,11.4,0.0,-52454055.0,-5.85,-100338531.0,-11.19,47884476.0,5.34,14680413.0,1.64,37773650.0,4.21,000001
2025-09-18,11.17,-2.02,-260005904.0,-16.3,-131648208.0,-8.25,-128357696.0,-8.05,106937616.0,6.71,153068288.0,9.6,000001
2025-09-19,11.21,0.36,55775685.0,5.84,84618120.0,8.86,-28842435.0,-3.02,-58787112.0,-6.16,3011421.0,0.32,000001
2025-09-22,11.14,-0.62,-18626204.0,-2.74,-40210271.0,-5.91,21584067.0,3.17,2558466.0,0.38,16067738.0,2.36,000001
2025-09-23,11.28,1.26,56854368.0,3.68,-74126864.0,-4.8,130981232.0,8.49,-13088992.0,-0.85,-43765360.0,-2.84,000001
2025-09-24,11.22,-0.53,36008018.0,2.75,59666066.0,4.55,-23658048.0,-1.81,-72200432.0,-5.51,36192409.0,2.76,000001
2025-09-25,11.16,-0.53,42263864.0,4.79,16340416.0,1.85,25923448.0,2.94,-37583440.0,-4.26,-4680427.0,-0.53,000001
2025-09-26,11.16,0.0,69336876.0,8.09,77870543.0,9.09,-8533667.0,-1.0,-76570442.0,-8.94,7233558.0,0.84,000001
2025-09-29,11.13,-0.27,44260880.0,3.32,38600816.0,2.89,5660064.0,0.42,-91677328.0,-6.87,47416452.0,3.55,000001
2025-09-30,11.1,-0.27,-97026831.0,-10.3,-38571178.0,-4.09,-58455653.0,-6.2,43315333.0,4.6,53711496.0,5.7,000001
2025-10-09,11.16,0.54,1215360.0,0.1,31147856.0,2.62,-29932496.0,-2.52,5051888.0,0.43,-6267241.0,-0.53,000001
